"age","anio_def","variable","method","cor","p.value","n"
"07.de 80 anios y mas",2023,"anemia","spearman",0.01069724373481,0.973678767899533,12
"07.de 80 anios y mas",2024,"covid","pearson",0.163726546444535,0.61113730777437,12
"07.de 80 anios y mas",2024,"covid","spearman",0.0736846641113629,0.819972964509617,12
"07.de 80 anios y mas",2024,"resp","pearson",0.474909777510579,0.11871933850588,12
"07.de 80 anios y mas",2024,"resp","spearman",0.440559440559441,0.154215750256718,12
"07.de 80 anios y mas",2024,"circ","pearson",0.674500688701897,0.0161316366275049,12
"07.de 80 anios y mas",2024,"circ","spearman",0.692307692307692,0.0158776933220116,12
"07.de 80 anios y mas",2024,"diabetes","pearson",0.681986583571938,0.0145651211614694,12
"07.de 80 anios y mas",2024,"diabetes","spearman",0.592986106420016,0.0421356241438561,12
"07.de 80 anios y mas",2024,"alzheimer","pearson",0.752089055061247,0.00477889283351507,12
"07.de 80 anios y mas",2024,"alzheimer","spearman",0.704029100680038,0.0106012347396097,12
"07.de 80 anios y mas",2024,"metabolic","pearson",0.834113180731884,0.00074353267687754,12
"07.de 80 anios y mas",2024,"metabolic","spearman",0.79298733757943,0.00209028746548057,12
"07.de 80 anios y mas",2024,"anemia","pearson",0.697180932007532,0.0117339760056273,12
"07.de 80 anios y mas",2024,"anemia","spearman",0.739055424096955,0.00602781559390307,12
"08.sin especificar",2015,"covid","pearson",NA,NA,12
"08.sin especificar",2015,"covid","spearman",NA,NA,12
"08.sin especificar",2015,"resp","pearson",0.938993437625996,6.00420069070821e-06,12
"08.sin especificar",2015,"resp","spearman",0.874125874125874,0.000308860793053586,12
"08.sin especificar",2015,"circ","pearson",0.946841792168199,3.05654514993744e-06,12
"08.sin especificar",2015,"circ","spearman",0.828075272870555,0.00087955786999189,12
"08.sin especificar",2015,"diabetes","pearson",0.781163632674763,0.00270094047278699,12
"08.sin especificar",2015,"diabetes","spearman",0.758127143013727,0.00427167018054291,12
"08.sin especificar",2015,"alzheimer","pearson",0.391891089220356,0.207706193709387,12
"08.sin especificar",2015,"alzheimer","spearman",0.0591312395989083,0.855157990677555,12
"08.sin especificar",2015,"metabolic","pearson",0.153084072766603,0.634795581546859,12
"08.sin especificar",2015,"metabolic","spearman",-0.0381690510345287,0.906250574303675,12
"08.sin especificar",2015,"anemia","pearson",0.71104972711536,0.0095265021341929,12
"08.sin especificar",2015,"anemia","spearman",0.591312395989083,0.0428679805239881,12
"08.sin especificar",2016,"covid","pearson",NA,NA,12
"08.sin especificar",2016,"covid","spearman",NA,NA,12
"08.sin especificar",2016,"resp","pearson",0.376447472200882,0.227771851502278,12
"08.sin especificar",2016,"resp","spearman",0.434326410369775,0.158293943667979,12
"08.sin especificar",2016,"circ","pearson",0.700175623789725,0.0112281152497772,12
"08.sin especificar",2016,"circ","spearman",0.831584066399667,0.000798367102855193,12
"08.sin especificar",2016,"diabetes","pearson",0.14647516312024,0.649648414328651,12
"08.sin especificar",2016,"diabetes","spearman",0.114311962392642,0.723529455373014,12
"08.sin especificar",2016,"alzheimer","pearson",0.0247945235992157,0.939032215146421,12
"08.sin especificar",2016,"alzheimer","spearman",0.273147823898787,0.390337433749549,12
"08.sin especificar",2016,"metabolic","pearson",0.31033326886006,0.326238973636033,12
"08.sin especificar",2016,"metabolic","spearman",0.343521459310758,0.274278852227778,12
"08.sin especificar",2016,"anemia","pearson",0.0276247166645903,0.932086423737823,12
"08.sin especificar",2016,"anemia","spearman",0,1,12
"08.sin especificar",2017,"covid","pearson",NA,NA,12
"08.sin especificar",2017,"covid","spearman",NA,NA,12
"08.sin especificar",2017,"resp","pearson",0.503424246331631,0.0952125953291165,12
"08.sin especificar",2017,"resp","spearman",0.514886954228684,0.0867182974439261,12
"08.sin especificar",2017,"circ","pearson",0.626955895033514,0.0291179875824018,12
"08.sin especificar",2017,"circ","spearman",0.658494880238045,0.0198921335249136,12
"08.sin especificar",2017,"diabetes","pearson",-0.223035348042838,0.485937270790403,12
"08.sin especificar",2017,"diabetes","spearman",-0.278128337105061,0.38140221773578,12
"08.sin especificar",2017,"alzheimer","pearson",0.349735925488382,0.265113799775486,12
"08.sin especificar",2017,"alzheimer","spearman",0.315134544485309,0.318410764610841,12
"08.sin especificar",2017,"metabolic","pearson",0.372073167651676,0.233658394741378,12
"08.sin especificar",2017,"metabolic","spearman",0.599876581300762,0.0392138603052362,12
"08.sin especificar",2017,"anemia","pearson",0.331101675796537,0.29313169244993,12
"08.sin especificar",2017,"anemia","spearman",0.276229045166135,0.384797082436342,12
"08.sin especificar",2018,"covid","pearson",NA,NA,12
"08.sin especificar",2018,"covid","spearman",NA,NA,12
"08.sin especificar",2018,"resp","pearson",0.395238558417961,0.203504120594754,12
"08.sin especificar",2018,"resp","spearman",0.315791417620127,0.317347884349961,12
"08.sin especificar",2018,"circ","pearson",0.603107392960074,0.0378947982589324,12
"08.sin especificar",2018,"circ","spearman",0.564915758187116,0.0556408224592638,12
"08.sin especificar",2018,"diabetes","pearson",-0.0841748112850636,0.794795590273486,12
"08.sin especificar",2018,"diabetes","spearman",-0.0915032961178963,0.777311147788998,12
"08.sin especificar",2018,"alzheimer","pearson",NA,NA,12
"08.sin especificar",2018,"alzheimer","spearman",NA,NA,12
"08.sin especificar",2018,"metabolic","pearson",0.229162189638009,0.473714284176407,12
"08.sin especificar",2018,"metabolic","spearman",0.274817167448607,0.387330746235118,12
"08.sin especificar",2018,"anemia","pearson",0.488794421393338,0.106842541443148,12
"08.sin especificar",2018,"anemia","spearman",0.441922632909236,0.150324115800657,12
"08.sin especificar",2019,"covid","pearson",NA,NA,12
"08.sin especificar",2019,"covid","spearman",NA,NA,12
"08.sin especificar",2019,"resp","pearson",0.342216199505855,0.276226633283027,12
"08.sin especificar",2019,"resp","spearman",0.346760601827481,0.269479388463033,12
"08.sin especificar",2019,"circ","pearson",0.627341838705664,0.0289893180765364,12
"08.sin especificar",2019,"circ","spearman",0.561406964658003,0.0575182469842669,12
"08.sin especificar",2019,"diabetes","pearson",0.258961306734256,0.416364435239142,12
"08.sin especificar",2019,"diabetes","spearman",0.255502988331806,0.422836439570929,12
"08.sin especificar",2019,"alzheimer","pearson",-0.0912075718646135,0.778014914161525,12
"08.sin especificar",2019,"alzheimer","spearman",-0.129550055126259,0.688212819079986,12
"08.sin especificar",2019,"metabolic","pearson",0.466790797489738,0.126050940617702,12
"08.sin especificar",2019,"metabolic","spearman",0.451758906905512,0.140392417843837,12
"08.sin especificar",2019,"anemia","pearson",0.255155720779744,0.423489047663367,12
"08.sin especificar",2019,"anemia","spearman",0.225564677214089,0.480873992182828,12
"08.sin especificar",2020,"covid","pearson",0.84001480450607,0.000626890072031449,12
"08.sin especificar",2020,"covid","spearman",0.887345947157038,0.000117936670329529,12
"08.sin especificar",2020,"resp","pearson",0.943709250397171,4.04807709887121e-06,12
"08.sin especificar",2020,"resp","spearman",0.993006993006993,0,12
"08.sin especificar",2020,"circ","pearson",0.837550026668243,0.000673737812377538,12
"08.sin especificar",2020,"circ","spearman",0.833626497322632,0.000753851175952488,12
"08.sin especificar",2020,"diabetes","pearson",0.476216614529934,0.117566081347435,12
"08.sin especificar",2020,"diabetes","spearman",0.516095942427185,0.085853443578498,12
"08.sin especificar",2020,"alzheimer","pearson",-0.0454577923259677,0.888438864040698,12
"08.sin especificar",2020,"alzheimer","spearman",-0.0734479774711693,0.820542928180631,12
"08.sin especificar",2020,"metabolic","pearson",0.20720404517413,0.518168750186655,12
"08.sin especificar",2020,"metabolic","spearman",0.185147092994062,0.564557743641849,12
"08.sin especificar",2020,"anemia","pearson",0.281081462165962,0.376154525829754,12
"08.sin especificar",2020,"anemia","spearman",0.174927708859906,0.586600813992469,12
"08.sin especificar",2021,"covid","pearson",0.72677022767402,0.00741611484785091,12
"08.sin especificar",2021,"covid","spearman",0.775443369933867,0.00304109336903816,12
"08.sin especificar",2021,"resp","pearson",0.680250651759247,0.0149179359211358,12
"08.sin especificar",2021,"resp","spearman",0.687857433333891,0.0134174077222645,12
"08.sin especificar",2021,"circ","pearson",0.727542718392156,0.00732236377145994,12
"08.sin especificar",2021,"circ","spearman",0.663161977002266,0.0187356360660406,12
"08.sin especificar",2021,"diabetes","pearson",0.376509905081929,0.227688483933748,12
"08.sin especificar",2021,"diabetes","spearman",0.39208729438146,0.207458451696095,12
"08.sin especificar",2021,"alzheimer","pearson",0.765890880993622,0.00368065580773503,12
"08.sin especificar",2021,"alzheimer","spearman",0.789352217376326,0.00226542773293808,12
"08.sin especificar",2021,"metabolic","pearson",0.00179563392702707,0.995581076129989,12
"08.sin especificar",2021,"metabolic","spearman",0.0350149493872565,0.913971106587182,12
"08.sin especificar",2021,"anemia","pearson",0.0661510381366028,0.838152534071642,12
"08.sin especificar",2021,"anemia","spearman",0.11748186024318,0.716139319372354,12
"08.sin especificar",2022,"covid","pearson",0.393423128052416,0.205776523878549,12
"08.sin especificar",2022,"covid","spearman",0.367234424874534,0.240274352310523,12
"08.sin especificar",2022,"resp","pearson",0.375018582500178,0.229684862095279,12
"08.sin especificar",2022,"resp","spearman",0.318039071733099,0.313725792425482,12
"08.sin especificar",2022,"circ","pearson",0.395066871799977,0.203718363755404,12
"08.sin especificar",2022,"circ","spearman",0.298247449974564,0.346402981262723,12
"08.sin especificar",2022,"diabetes","pearson",-0.281307035869612,0.375755229659139,12
"08.sin especificar",2022,"diabetes","spearman",-0.288829465070737,0.362566054962929,12
"08.sin especificar",2022,"alzheimer","pearson",NA,NA,12
"08.sin especificar",2022,"alzheimer","spearman",NA,NA,12
"08.sin especificar",2022,"metabolic","pearson",-0.0166507445130574,0.959038702122422,12
"08.sin especificar",2022,"metabolic","spearman",-0.102418311299838,0.751446929730252,12
"08.sin especificar",2022,"anemia","pearson",0.00646348149333508,0.984094661989645,12
"08.sin especificar",2022,"anemia","spearman",0.0972637482979348,0.763633606964137,12
"08.sin especificar",2023,"covid","pearson",0.104247604465996,0.747134374880457,12
"08.sin especificar",2023,"covid","spearman",0.182769286032989,0.569656586359638,12
"08.sin especificar",2023,"resp","pearson",0.259886627002211,0.414641142687858,12
"08.sin especificar",2023,"resp","spearman",0.367776395877632,0.239527868995874,12
"08.sin especificar",2023,"circ","pearson",0.11204136182128,0.728836410983973,12
"08.sin especificar",2023,"circ","spearman",0.288228962226284,0.363609863858254,12
"08.sin especificar",2023,"diabetes","pearson",-0.122805697255544,0.703778038932774,12
"08.sin especificar",2023,"diabetes","spearman",-0.102680586534141,0.750828212402835,12
"08.sin especificar",2023,"alzheimer","pearson",0.145514151934562,0.651818124027328,12
"08.sin especificar",2023,"alzheimer","spearman",0.131013944022344,0.684848714427376,12
"08.sin especificar",2023,"metabolic","pearson",0.0156977759327968,0.961381444416477,12
"08.sin especificar",2023,"metabolic","spearman",0.0244826591570564,0.939797832095079,12
"08.sin especificar",2023,"anemia","pearson",0.0953202881261172,0.768241402387862,12
"08.sin especificar",2023,"anemia","spearman",0.194325082689389,0.545052702926967,12
"08.sin especificar",2024,"covid","pearson",0.211896782900615,0.508518978141828,12
"08.sin especificar",2024,"covid","spearman",0.211754594935676,0.508810192740385,12
"08.sin especificar",2024,"resp","pearson",0.166855246810132,0.604245369797352,12
"08.sin especificar",2024,"resp","spearman",0.193324303932264,0.547165796571358,12
"08.sin especificar",2024,"circ","pearson",0.241228044678674,0.450066574278766,12
"08.sin especificar",2024,"circ","spearman",0.0700526468338346,0.828727854101125,12
"08.sin especificar",2024,"diabetes","pearson",0.0745710395191416,0.817839201593185,12
"08.sin especificar",2024,"diabetes","spearman",0.197923695331785,0.537482718301092,12
"08.sin especificar",2024,"alzheimer","pearson",0.345100018144953,0.271933801543803,12
"08.sin especificar",2024,"alzheimer","spearman",0.305699202718803,0.33389313645066,12
"08.sin especificar",2024,"metabolic","pearson",-0.366575146679748,0.241184262376966,12
"08.sin especificar",2024,"metabolic","spearman",-0.3579305937364,0.253303266496449,12
"08.sin especificar",2024,"anemia","pearson",0.392626639348884,0.206778365938439,12
"08.sin especificar",2024,"anemia","spearman",0.416288842715161,0.178277529122531,12
