"age","grupo_etario","anio_def","mes_def","obs","covid","resp","circ","diabetes","alzheimer","metabolic","anemia","fecha","month","pred","pred.lower","pred.upper","excess","post2021"
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"11",1487,295,122,215,30,0,2,0,2020-11-01,11,1043.55,987.137756781632,1099.96224321837,443.449999999999,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"12",1392,178,93,243,19,1,6,3,2020-12-01,12,1173.15,1116.73775678163,1229.56224321837,218.849999999999,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"01",1535,204,139,230,40,0,3,1,2021-01-01,1,1159,1096.89216430707,1221.10783569293,375.999999999998,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"02",1259,153,106,201,19,0,3,2,2021-02-01,2,1057.4,995.292164307072,1119.50783569292,201.600000000002,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"03",1383,182,103,240,30,0,1,0,2021-03-01,3,1135.6,1073.49216430707,1197.70783569293,247.4,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"04",1782,581,132,252,35,0,4,1,2021-04-01,4,1079.6,1017.49216430707,1141.70783569293,702.4,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"05",2830,1422,205,311,33,0,5,1,2021-05-01,5,1177.4,1115.29216430707,1239.50783569293,1652.6,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"06",3312,1884,251,281,49,0,1,3,2021-06-01,6,1242.4,1180.29216430707,1304.50783569293,2069.6,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"07",2393,991,216,284,38,0,4,2,2021-07-01,7,1253.6,1191.49216430707,1315.70783569293,1139.4,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"08",1691,407,160,281,31,0,0,5,2021-08-01,8,1162.6,1100.49216430707,1224.70783569293,528.4,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"09",1223,103,120,211,35,0,2,3,2021-09-01,9,1133.6,1071.49216430707,1195.70783569293,89.3999999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"10",1237,38,106,249,28,0,4,3,2021-10-01,10,1116.8,1054.69216430707,1178.90783569293,120.2,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"11",1183,16,105,232,23,0,6,0,2021-11-01,11,1049.6,987.492164307071,1111.70783569293,133.4,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2021,"12",1258,43,94,216,26,0,4,2,2021-12-01,12,1179.2,1117.09216430707,1241.30783569293,78.7999999999997,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"01",1719,324,133,288,40,0,9,1,2022-01-01,1,1165.05,1096.30922253339,1233.79077746662,553.949999999997,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"02",1301,163,123,233,34,0,1,1,2022-02-01,2,1063.45,994.709222533388,1132.19077746661,237.550000000001,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"03",1278,26,112,229,29,0,2,3,2022-03-01,3,1141.65,1072.90922253339,1210.39077746662,136.349999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"04",1231,8,125,254,24,1,3,2,2022-04-01,4,1085.65,1016.90922253339,1154.39077746662,145.349999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"05",1290,14,128,281,32,1,1,0,2022-05-01,5,1183.45,1114.70922253339,1252.19077746662,106.549999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"06",1246,20,138,233,27,1,1,4,2022-06-01,6,1248.45,1179.70922253339,1317.19077746662,-2.45000000000118,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"07",1313,43,124,282,31,0,3,1,2022-07-01,7,1259.65,1190.90922253339,1328.39077746662,53.349999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"08",1209,29,117,264,25,1,6,1,2022-08-01,8,1168.65,1099.90922253339,1237.39077746662,40.3499999999988,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"09",1147,12,108,234,24,0,3,2,2022-09-01,9,1139.65,1070.90922253339,1208.39077746662,7.34999999999877,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"10",1213,0,131,258,27,0,0,1,2022-10-01,10,1122.85,1054.10922253339,1191.59077746662,90.149999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"11",1264,4,128,248,32,0,5,0,2022-11-01,11,1055.65,986.909222533386,1124.39077746662,208.349999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2022,"12",1253,33,100,245,29,0,4,1,2022-12-01,12,1185.25,1116.50922253339,1253.99077746662,67.7499999999986,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"01",1310,30,103,242,29,0,4,2,2023-01-01,1,1171.1,1095.03374676184,1247.16625323817,138.899999999998,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"02",1051,2,82,191,25,1,3,2,2023-02-01,2,1069.5,993.433746761837,1145.56625323816,-18.4999999999982,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"03",1282,4,114,235,21,0,1,0,2023-03-01,3,1147.7,1071.63374676184,1223.76625323816,134.299999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"04",1206,1,110,249,32,0,2,2,2023-04-01,4,1091.7,1015.63374676184,1167.76625323816,114.299999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"05",1263,4,98,268,26,0,2,4,2023-05-01,5,1189.5,1113.43374676183,1265.56625323817,73.4999999999993,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"06",1375,5,152,283,35,0,4,1,2023-06-01,6,1254.5,1178.43374676184,1330.56625323816,120.5,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"07",1337,5,142,259,49,0,3,0,2023-07-01,7,1265.7,1189.63374676184,1341.76625323816,71.2999999999997,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"08",1302,7,130,262,31,0,3,5,2023-08-01,8,1174.7,1098.63374676184,1250.76625323816,127.299999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"09",1171,3,103,249,26,0,3,5,2023-09-01,9,1145.7,1069.63374676184,1221.76625323816,25.2999999999995,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"10",1239,3,116,250,21,0,4,6,2023-10-01,10,1128.9,1052.83374676184,1204.96625323816,110.1,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"11",1164,2,107,202,26,0,5,1,2023-11-01,11,1061.7,985.633746761835,1137.76625323817,102.299999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2023,"12",1276,0,87,273,30,0,4,2,2023-12-01,12,1191.3,1115.23374676184,1267.36625323816,84.6999999999994,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"01",1310,7,124,252,37,0,7,2,2024-01-01,1,1177.15,1093.24693426701,1261.05306573299,132.849999999999,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"02",1202,3,105,244,28,0,2,0,2024-02-01,2,1075.55,991.646934267013,1159.45306573298,126.450000000003,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"03",1412,3,135,265,33,0,7,2,2024-03-01,3,1153.75,1069.84693426701,1237.65306573299,258.25,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"04",1283,0,153,287,26,0,9,1,2024-04-01,4,1097.75,1013.84693426701,1181.65306573299,185.25,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"05",1395,2,167,296,36,0,4,2,2024-05-01,5,1195.55,1111.64693426701,1279.45306573299,199.45,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"06",1272,0,149,267,35,0,4,4,2024-06-01,6,1260.55,1176.64693426701,1344.45306573299,11.4500000000003,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"07",1375,2,146,303,37,0,6,1,2024-07-01,7,1271.75,1187.84693426701,1355.65306573299,103.25,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"08",1213,1,126,267,23,0,4,7,2024-08-01,8,1180.75,1096.84693426701,1264.65306573299,32.2500000000002,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"09",1162,1,124,224,23,0,1,3,2024-09-01,9,1151.75,1067.84693426701,1235.65306573299,10.2500000000002,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"10",1208,2,130,268,20,0,2,2,2024-10-01,10,1134.95,1051.04693426701,1218.85306573299,73.0500000000004,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"11",1120,0,117,229,28,0,2,2,2024-11-01,11,1067.75,983.846934267011,1151.65306573299,52.25,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2024,"12",1102,0,87,202,21,0,1,0,2024-12-01,12,1197.35,1113.44693426701,1281.25306573299,-95.3499999999999,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"01",2276,0,170,523,72,1,5,4,2015-01-01,1,2308.03333333331,2200.48473183336,2415.58193483327,-32.033333333311,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"02",1983,0,153,443,73,0,0,4,2015-02-01,2,2053.23333333334,1945.68473183338,2160.7819348333,-70.2333333333372,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"03",2266,0,170,463,84,1,5,1,2015-03-01,3,2327.03333333333,2219.48473183337,2434.58193483328,-61.0333333333256,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"04",2275,0,178,568,55,1,8,2,2015-04-01,4,2247.03333333332,2139.48473183336,2354.58193483328,27.966666666679,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"05",2359,0,225,570,89,1,5,1,2015-05-01,5,2477.83333333332,2370.28473183336,2585.38193483328,-118.83333333332,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"06",2400,0,237,572,82,0,11,2,2015-06-01,6,2623.63333333332,2516.08473183336,2731.18193483328,-223.633333333321,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"07",2525,0,276,622,73,1,4,3,2015-07-01,7,2618.03333333332,2510.48473183336,2725.58193483328,-93.0333333333233,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"08",2564,0,275,665,84,0,5,3,2015-08-01,8,2521.83333333332,2414.28473183336,2629.38193483328,42.1666666666779,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"09",2323,0,267,604,85,1,3,1,2015-09-01,9,2327.83333333332,2220.28473183336,2435.38193483328,-4.83333333332212,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"10",2273,0,208,539,71,0,8,6,2015-10-01,10,2294.63333333332,2187.08473183336,2402.18193483328,-21.6333333333218,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"11",2227,0,191,547,79,1,4,3,2015-11-01,11,2153.23333333332,2045.68473183336,2260.78193483328,73.7666666666796,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2015,"12",2360,0,203,539,91,1,2,5,2015-12-01,12,2309.23333333332,2201.68473183336,2416.78193483328,50.7666666666787,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"01",2347,0,223,540,70,1,4,4,2016-01-01,1,2274.71666666665,2173.09279044451,2376.34054288878,72.2833333333547,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"02",2196,0,170,493,67,2,5,3,2016-02-01,2,2019.91666666667,1918.29279044453,2121.54054288881,176.083333333328,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"03",2378,0,200,547,76,1,5,5,2016-03-01,3,2293.71666666666,2192.09279044452,2395.3405428888,84.2833333333401,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"04",2362,0,217,560,92,0,4,5,2016-04-01,4,2213.71666666666,2112.09279044452,2315.34054288879,148.283333333345,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"05",2797,0,376,690,100,0,7,7,2016-05-01,5,2444.51666666665,2342.89279044452,2546.14054288879,352.483333333345,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"06",2970,0,541,709,114,1,8,7,2016-06-01,6,2590.31666666666,2488.69279044452,2691.94054288879,379.683333333345,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"07",2647,0,361,654,86,1,9,5,2016-07-01,7,2584.71666666666,2483.09279044452,2686.3405428888,62.2833333333424,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"08",2391,0,283,623,71,0,7,4,2016-08-01,8,2488.51666666666,2386.89279044452,2590.1405428888,-97.5166666666564,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"09",2343,0,251,600,82,1,3,2,2016-09-01,9,2294.51666666666,2192.89279044452,2396.1405428888,48.4833333333436,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"10",2175,0,194,499,71,3,2,4,2016-10-01,10,2261.31666666666,2159.69279044452,2362.9405428888,-86.3166666666561,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"11",2032,0,172,503,67,1,5,3,2016-11-01,11,2119.91666666665,2018.29279044452,2221.54054288879,-87.9166666666547,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2016,"12",2234,0,180,536,78,0,7,7,2016-12-01,12,2275.91666666666,2174.29279044452,2377.54054288879,-41.9166666666556,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"01",2213,0,190,489,70,0,7,5,2017-01-01,1,2241.39999999999,2141.82934302875,2340.97065697124,-28.3999999999942,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"02",1972,0,153,438,60,0,3,1,2017-02-01,2,1986.60000000002,1887.02934302878,2086.17065697126,-14.6000000000204,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"03",2192,0,199,529,60,0,1,2,2017-03-01,3,2260.40000000001,2160.82934302877,2359.97065697125,-68.4000000000087,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"04",2057,0,185,477,76,1,9,2,2017-04-01,4,2180.4,2080.82934302876,2279.97065697125,-123.400000000004,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"05",2350,0,234,603,92,0,7,3,2017-05-01,5,2411.2,2311.62934302876,2510.77065697124,-61.2000000000035,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"06",2519,0,352,597,87,2,4,5,2017-06-01,6,2557,2457.42934302876,2656.57065697125,-38.0000000000041,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"07",2526,0,329,626,80,0,6,4,2017-07-01,7,2551.40000000001,2451.82934302876,2650.97065697125,-25.4000000000065,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"08",2352,0,240,573,87,0,11,0,2017-08-01,8,2455.20000000001,2355.62934302876,2554.77065697125,-103.200000000005,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"09",2155,0,263,509,64,1,4,2,2017-09-01,9,2261.20000000001,2161.62934302876,2360.77065697125,-106.200000000005,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"10",2236,0,218,543,84,0,7,4,2017-10-01,10,2228.00000000001,2128.42934302876,2327.57065697125,7.999999999995,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"11",2059,0,207,494,64,0,5,6,2017-11-01,11,2086.6,1987.02934302876,2186.17065697125,-27.6000000000035,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2017,"12",2253,0,201,552,62,0,5,3,2017-12-01,12,2242.6,2143.02934302876,2342.17065697125,10.3999999999955,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"01",2224,0,196,518,88,1,4,1,2018-01-01,1,2208.08333333333,2106.45945711119,2309.70720955547,15.9166666666715,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"02",1919,0,179,435,61,0,7,2,2018-02-01,2,1953.28333333335,1851.65945711122,2054.90720955549,-34.2833333333547,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"03",2158,0,185,494,73,2,4,1,2018-03-01,3,2227.08333333334,2125.4594571112,2328.70720955548,-69.083333333343,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"04",2201,0,195,465,76,0,6,2,2018-04-01,4,2147.08333333334,2045.4594571112,2248.70720955548,53.9166666666615,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"05",2277,0,190,585,65,0,4,2,2018-05-01,5,2377.88333333334,2276.2594571112,2479.50720955548,-100.883333333338,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"06",2442,0,277,580,79,0,3,2,2018-06-01,6,2523.68333333334,2422.0594571112,2625.30720955548,-81.6833333333384,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"07",2489,0,292,629,78,0,8,2,2018-07-01,7,2518.08333333334,2416.4594571112,2619.70720955548,-29.0833333333408,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"08",2521,0,379,603,112,0,12,1,2018-08-01,8,2421.88333333334,2320.2594571112,2523.50720955548,99.1166666666604,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"09",2210,0,314,517,86,0,4,3,2018-09-01,9,2227.88333333334,2126.2594571112,2329.50720955548,-17.8833333333396,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"10",2234,0,211,552,73,0,6,3,2018-10-01,10,2194.68333333334,2093.0594571112,2296.30720955548,39.3166666666607,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"11",2056,0,185,479,80,0,3,3,2018-11-01,11,2053.28333333334,1951.6594571112,2154.90720955548,2.71666666666215,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2018,"12",2179,0,198,526,88,1,3,2,2018-12-01,12,2209.28333333334,2107.6594571112,2310.90720955548,-30.2833333333388,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"01",2147,0,168,538,57,0,8,2,2019-01-01,1,2174.76666666666,2067.2180651667,2282.31526816662,-27.7666666666628,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"02",1863,0,143,440,92,0,2,3,2019-02-01,2,1919.96666666669,1812.41806516674,2027.51526816664,-56.966666666689,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"03",2308,0,205,534,69,0,5,5,2019-03-01,3,2193.76666666668,2086.21806516672,2301.31526816663,114.233333333323,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"04",2007,0,215,460,67,0,5,2,2019-04-01,4,2113.76666666667,2006.21806516672,2221.31526816663,-106.766666666673,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"05",2273,0,220,568,94,0,7,4,2019-05-01,5,2344.56666666667,2237.01806516671,2452.11526816663,-71.5666666666721,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"06",2454,0,328,597,106,0,4,2,2019-06-01,6,2490.36666666667,2382.81806516672,2597.91526816663,-36.3666666666727,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"07",2570,0,370,654,99,1,2,0,2019-07-01,7,2484.76666666668,2377.21806516672,2592.31526816663,85.2333333333249,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"08",2448,0,297,586,95,0,8,2,2019-08-01,8,2388.56666666667,2281.01806516672,2496.11526816663,59.4333333333261,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"09",2275,0,267,574,70,2,2,4,2019-09-01,9,2194.56666666667,2087.01806516672,2302.11526816663,80.4333333333261,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"10",2222,0,228,533,83,0,8,2,2019-10-01,10,2161.36666666667,2053.81806516672,2268.91526816663,60.6333333333264,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"11",2059,0,173,486,71,0,4,2,2019-11-01,11,2019.96666666667,1912.41806516671,2127.51526816663,39.0333333333281,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2019,"12",2187,0,190,485,81,0,8,1,2019-12-01,12,2175.96666666667,2068.41806516672,2283.51526816663,11.0333333333269,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"01",2158,0,198,482,68,0,4,4,2020-01-01,1,2141.45,2024.69305533187,2258.20694466813,16.5500000000029,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"02",2058,0,200,530,67,1,4,4,2020-02-01,2,1886.65000000002,1769.8930553319,2003.40694466815,171.349999999977,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"03",2161,9,211,496,67,0,3,2,2020-03-01,3,2160.45000000001,2043.69305533188,2277.20694466814,0.549999999988358,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"04",1991,23,225,429,58,2,4,3,2020-04-01,4,2080.45000000001,1963.69305533188,2197.20694466813,-89.4500000000071,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"05",2167,50,188,509,87,0,6,0,2020-05-01,5,2311.25000000001,2194.49305533188,2428.00694466814,-144.250000000006,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"06",2301,162,221,558,77,0,6,6,2020-06-01,6,2457.05000000001,2340.29305533188,2573.80694466813,-156.050000000007,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"07",2789,422,227,611,104,0,6,2,2020-07-01,7,2451.45000000001,2334.69305533188,2568.20694466814,337.549999999991,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"08",3009,771,256,598,94,0,3,0,2020-08-01,8,2355.25000000001,2238.49305533188,2472.00694466814,653.749999999992,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"09",3328,1118,298,566,82,1,2,2,2020-09-01,9,2161.25000000001,2044.49305533188,2278.00694466814,1166.74999999999,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"10",3451,1260,281,576,93,1,6,2,2020-10-01,10,2128.05000000001,2011.29305533188,2244.80694466813,1322.94999999999,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"11",2980,891,236,531,83,1,4,4,2020-11-01,11,1986.65000000001,1869.89305533188,2103.40694466814,993.349999999994,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2020,"12",2691,442,236,514,91,1,2,3,2020-12-01,12,2142.65000000001,2025.89305533188,2259.40694466813,548.349999999993,0
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"01",2936,558,271,556,75,1,8,7,2021-01-01,1,2108.13333333333,1979.58816792703,2236.67849873963,827.866666666669,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"02",2636,393,254,550,73,0,0,2,2021-02-01,2,1853.33333333336,1724.78816792707,1981.87849873965,782.666666666642,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"03",2779,428,259,587,62,0,6,4,2021-03-01,3,2127.13333333335,1998.58816792705,2255.67849873964,651.866666666654,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"04",3800,1409,285,588,95,1,8,2,2021-04-01,4,2047.13333333334,1918.58816792705,2175.67849873964,1752.86666666666,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"05",5825,3136,451,666,101,0,7,2,2021-05-01,5,2277.93333333334,2149.38816792704,2406.47849873964,3547.06666666666,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"06",6478,3610,539,700,114,2,9,1,2021-06-01,6,2423.73333333334,2295.18816792705,2552.27849873964,4054.26666666666,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"07",4464,1751,422,745,106,2,7,4,2021-07-01,7,2418.13333333334,2289.58816792705,2546.67849873964,2045.86666666666,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"08",3185,704,346,614,106,0,3,3,2021-08-01,8,2321.93333333334,2193.38816792705,2450.47849873964,863.066666666658,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"09",2479,205,244,576,79,0,7,4,2021-09-01,9,2127.93333333334,1999.38816792705,2256.47849873964,351.066666666658,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"10",2305,44,227,557,79,0,4,3,2021-10-01,10,2094.73333333334,1966.18816792705,2223.27849873964,210.266666666658,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"11",2160,31,216,495,84,1,2,2,2021-11-01,11,1953.33333333334,1824.78816792704,2081.87849873964,206.666666666659,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2021,"12",2445,68,251,598,83,0,7,6,2021-12-01,12,2109.33333333334,1980.78816792705,2237.87849873964,335.666666666658,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"01",3353,681,333,662,99,1,6,6,2022-01-01,1,2074.81666666667,1932.54323995638,2217.09009337695,1278.18333333333,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"02",2449,328,290,470,71,0,4,2,2022-02-01,2,1820.01666666669,1677.74323995642,1962.29009337696,628.983333333308,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"03",2532,49,317,588,89,0,7,7,2022-03-01,3,2093.81666666668,1951.54323995641,2236.09009337695,438.18333333332,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"04",2278,11,259,546,79,0,10,5,2022-04-01,4,2013.81666666668,1871.5432399564,2156.09009337695,264.183333333324,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"05",2385,22,263,621,86,0,6,3,2022-05-01,5,2244.61666666667,2102.3432399564,2386.89009337695,140.383333333325,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"06",2508,43,279,640,94,1,9,2,2022-06-01,6,2390.41666666668,2248.1432399564,2532.69009337695,117.583333333324,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"07",2615,61,322,674,81,0,9,3,2022-07-01,7,2384.81666666668,2242.5432399564,2527.09009337695,230.183333333322,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"08",2428,63,274,608,107,0,4,5,2022-08-01,8,2288.61666666668,2146.3432399564,2430.89009337695,139.383333333323,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"09",2238,28,261,526,76,0,10,3,2022-09-01,9,2094.61666666668,1952.3432399564,2236.89009337695,143.383333333323,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"10",2211,11,226,546,79,0,7,4,2022-10-01,10,2061.41666666668,1919.1432399564,2203.69009337695,149.583333333323,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"11",2262,13,255,555,79,1,4,4,2022-11-01,11,1920.01666666667,1777.7432399564,2062.29009337695,341.983333333325,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2022,"12",2424,51,248,564,91,0,6,4,2022-12-01,12,2076.01666666668,1933.7432399564,2218.29009337695,347.983333333324,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2023,"01",2314,43,239,510,80,0,4,2,2023-01-01,1,2041.5,1884.06496792679,2198.93503207321,272.5,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2023,"02",1986,10,195,457,77,0,5,3,2023-02-01,2,1786.70000000003,1629.26496792683,1944.13503207323,199.299999999974,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2023,"03",2236,6,226,525,73,1,7,3,2023-03-01,3,2060.50000000001,1903.06496792681,2217.93503207322,175.499999999985,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2023,"04",2165,5,196,528,76,0,5,4,2023-04-01,4,1980.50000000001,1823.0649679268,2137.93503207322,184.49999999999,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2023,"05",2252,2,232,557,65,1,5,5,2023-05-01,5,2211.30000000001,2053.8649679268,2368.73503207322,40.6999999999907,1
"04.de 50 a 59 anios","04.de 50 a 59 anios",2023,"06",2408,7,317,645,86,0,11,3,2023-06-01,6,2357.10000000001,2199.6649679268,2514.53503207322,50.8999999999901,1
